abetìnö<-vocal.7.b--abitìnö<-vocal.5.a--abitìnu<-degem.6--abbitìnu,afer.1 leniz.5 vocal.10
giöngedìna<-vocal.7.b--giöngidìna<-vocal.5.a--giungidìna<-leniz.5--giungitìna<-elim.4.b--iungitìna, assib.13 vocal.10
giö̀ngiö<-vocal.5.c--giùngiö<-inf.3.b.2--giùngiri<-elim.4.b--iùngiri,assib.10 assib.13
giö̀nta<-vocal.5.c--giùnta<-degem.9--ggiùnta,assib.13
giö̀rnö<-vocal.5.c--giùrnö<-vocal.5.a--giùrnu<-elim.4.b--iùrnu,assib.13
giö̀tö<-vocal.5.c--giùtö<-inf.3.a--giùtiri<-elim.4.b--iùtiri<-degem.2--iùttiri,assib.13
giö̀vena<-vocal.7.b--giö̀vina<-vocal.5.c--giùvina<-degem.9--ggiùvina,assib.13
giö̀venö<-vocal.7.b--giö̀vinö<-vocal.5.c--giùvinö<-vocal.5.a--giùvinu<-degem.9--ggiùvinu,assib.13
giö̀vö<-vocal.5.c--giùvö<-vocal.5.a--giùvu<-elim.4.b--iùvu,assib.13
gipö̀n<-leniz.14--gipùni<-degem.9--ggipùni<-degem.5--ggippùni,assib.13 vocal.7.b
giravìdë<-vocal.2.a--giravìdi<-leniz.5--giravìti<-degem.9--ggiravìti,vocal.13 vocal.7.b vocal.10
giràda<-leniz.5--giràta<-degem.9--ggiràta,assib.13 vocal.7.b
girè<-palat.5--giràri<-degem.9--ggiràri,assib.13 vocal.7.b
gissàra<-elim.4.b--issàra,assib.13 vocal.7.b
gissàrö<-vocal.5.a--gissàru<-elim.4.b--issàru,assib.13 vocal.7.b
gissòtö<-vocal.5.a--gissòtu<-elim.4.b--issòtu<-degem.2--issòttu,assib.13 ditt.2.b vocal.7.b
gistèrna<-degem.9--ggistèrna,assib.13 ditt.1.b vocal.7.b
gitadö̀rö<-vocal.5.c--gitadùrö<-vocal.5.a--gitadùru<-leniz.5--gitatùru<-elim.4.a--iitatùru<-degem.1--ittatùru,assib.13 vocal.7.b vocal.5.c
gitadùra<-leniz.5--gitatùra<-elim.4.a--iitatùra<-degem.1--ittatùra,assib.13 vocal.5.c vocal.7.b
gitè<-palat.5--gitàri<-elim.4.a--iitàri<-degem.1--ittàri,assib.13 vocal.7.b
gitèssë<-palat.6--gitàrisi<-elim.4.b--itàrisi<-degem.2--ittàrisi,assib.13 vocal.7.b
giugarèö<-vocal.5.a--giugarèu<-leniz.1--giucarèu<-elim.4.b--iucarèu<-degem.20--iucarèḍḍu,assib.13 ditt.1.b vocal.11
giughè<-palat.3--giugàri<-leniz.1--giucàri<-degem.9--ggiucàri,assib.13 vocal.11 leniz.1
giugnë̀tö<-vocal.5.a--giugnë̀tu<-vocal.10--giugnìtu<-degem.9--ggiugnìtu<-degem.2--ggiugnìttu,assib.13 vocal.11
giugàda<-leniz.5--giugàta<-leniz.1--giucàta<-elim.4.b--iucàta,assib.13 vocal.11
giuramë̀ntö<-vocal.5.a--giuramë̀ntu<-vocal.10--giuramìntu<-elim.4.b--iuramìntu,assib.13 vocal.11
giurà<-leniz.7--giuràtu<-elim.4.b--iuràtu,assib.13 vocal.11
giurè<-palat.5--giuràri<-degem.9--ggiuràri,assib.13 vocal.11
giustè<-palat.5--giustàri<-degem.9--ggiustàri,assib.13 vocal.11
giustìzzia<-degem.9--ggiustìzzia,assib.13 vocal.10 vocal.11
giuòghjö<-vocal.5.a--giuòghju<-degem.9--ggiuògghju,assib.13
giuògö<-vocal.5.a--giuògu<-leniz.1--giuòcu<-elim.4.b--iuòcu,assib.13
giàca<-degem.9--ggiàca<-degem.7--ggiàcca,assib.13
giàghenö<-vocal.8.c--giàgunö<-vocal.5.a--giàgunu<-leniz.1--giàcunu<-elim.4.b--iàcunu,assib.13
giàgönö<-vocal.5.a--giàgunu<-leniz.1--giàcunu<-elim.4.b--iàcunu,assib.13
giàrda<-degem.9--ggiàrda,assib.13
giàrra<-degem.9--ggiàrra,assib.13
giàzzö<-vocal.5.a--giàzzu<-elim.4.b--iàzzu,assib.13
giòia<-degem.9--ggiòia,assib.13 ditt.2.b
giöchè<-vocal.5.a--giuchè<-degem.9--ggiuchè<-degem.8--ggiuccàri<-afer.1--aggiuccàri,assib.13
giödìa<-vocal.5.a--giudìa<-elim.4.b--iudìa,assib.13 vocal.10
giödìzziö<-vocal.5.a--giudìzziu<-degem.9--ggiudìzziu,assib.13 vocal.10
giöfà<-vocal.5.a--giufà<-degem.9--ggiufà,assib.13
giöntè<-vocal.5.a--giuntè<-palat.5--giuntàri<-degem.9--ggiuntàri,assib.13
giörnalìsta<-vocal.5.a--giurnalìsta<-degem.9--ggiurnalìsta,assib.13 leniz.12 vocal.10
giörnatàrö<-vocal.5.a--giurnatàru<-elim.4.b--iurnatàru,assib.13 leniz.5
giörnàda<-vocal.5.a--giurnàda<-leniz.5--giurnàta<-elim.4.b--iurnàta,assib.13
giörnàle<-vocal.7.a--giörnàli<-vocal.5.a--giurnàli<-degem.9--ggiurnàli,assib.13 leniz.12
giörnè<-vocal.5.a--giurnè<-palat.5--giurnàri<-elim.4.b--iurnàri<-afer.1--aiurnàri,assib.13
giöventù<-vocal.7.b--giövintù<-vocal.5.a--giuvintù<-degem.9--ggiuvintù,assib.13 vocal.5.c
giövè<-vocal.5.a--giuvè<-palat.5--giuvàri<-degem.9--ggiuvàri,assib.13
giùba<-degem.9--ggiùba<-degem.6--ggiùbba,assib.13 vocal.5.c
giùbelö<-vocal.7.b--giùbilö<-vocal.5.a--giùbilu<-degem.9--ggiùbilu<-degem.6--ggiùbbilu,assib.13 leniz.12 vocal.5.c
giùdecë<-vocal.7.b--giùdicë<-vocal.2.a--giùdici<-elim.4.b--iùdici,assib.13 vocal.5.c vocal.13
giùdegë<-vocal.7.b--giùdigë<-vocal.2.a--giùdigi<-leniz.1--giùdici<-elim.4.b--iùdici,assib.13 vocal.5.c vocal.13
giùgnö<-vocal.5.a--giùgnu<-degem.9--ggiùgnu,assib.13 vocal.5.c
gnö̀ra<-vocal.5.c--gnùra,
gnèdda<-degem.4--gnèḍḍa<-afer.1--agnèḍḍa,ditt.1.b
gnègnerö<-vocal.5.a--gnègneru,ditt.1.b
gnèsa,ditt.1.b
gnèö<-vocal.5.a--gnèu<-degem.20--gnèḍḍu,ditt.1.b
gnìföla<-vocal.5.a--gnìfula<-degem.11--gnìffula,leniz.12 vocal.10
gnòcölö<-vocal.5.a--gnòculu<-degem.7--gnòcculu,ditt.2.b leniz.12
gnörànzia<-vocal.5.a--gnurànzia,
gö̀la<-vocal.5.c--gùla,leniz.12
gö̀mba<-vocal.5.c--gùmba<-dissim.1--gùmma,
gö̀mbetö<-vocal.7.b--gö̀mbitö<-vocal.5.c--gùmbitö<-vocal.5.a--gùmbitu<-dissim.1--gùmmitu,leniz.5
gö̀rgö<-vocal.5.c--gùrgö<-vocal.5.a--gùrgu,
gö̀stö<-vocal.5.c--gùstö<-vocal.5.a--gùstu,
gö̀tera<-vocal.8.a--gö̀tura<-vocal.5.c--gùtura<-degem.2--gùttura,
gradìghja<-degem.9--gradìgghja,vocal.10
gragnòla,ditt.2.b leniz.12
gragnölïàda<-vocal.5.a--gragnulïàda<-leniz.5--gragnulïàta,leniz.12
gragnölïè<-vocal.5.a--gragnulïè<-palat.10--gragnulïàri,leniz.12
gramë̀gna<-vocal.10--gramìgna,
gramàghjö<-vocal.5.a--gramàghju<-degem.9--gramàgghju,
granatièra<-ditt.1.b--granatèra,leniz.5
granciàda<-leniz.5--granciàta,assib.9
granciönïè<-vocal.5.a--granciunïè<-palat.10--granciunïàri,assib.9
grandë̀zza<-vocal.10--grandìzza,
granfignö̀n<-leniz.14--granfignùni,vocal.7.b
granfö̀n<-leniz.14--granfùni,
granfàda<-leniz.5--granfàta,
granfïè<-palat.10--granfïàri,
granière<-vocal.7.a--granièri<-ditt.1.b--granèri,
granàtö<-vocal.5.a--granàtu,leniz.5 leniz.7
granïè<-palat.10--granïàri,
granölièra<-vocal.5.a--granulièra<-ditt.1.b--granulèra<-degem.17--grannulèra,leniz.12
grasciùra,vocal.5.c
grassë̀zza<-vocal.10--grassìzza,
grassàtö<-vocal.5.a--grassàtu<-degem.9--ggrassàtu<-afer.1--aggrassàtu,leniz.5 leniz.7
gratadìna<-leniz.5--gratatìna<-degem.2--grattatìna,leniz.5 vocal.10
gratadùra<-leniz.5--gratatùra<-degem.2--grattatùra,leniz.5 vocal.5.c
grataluòra<-ditt.2.b--gratalòra<-degem.2--grattalòra,leniz.12
gratàda<-leniz.5--gratàta<-degem.2--grattàta,leniz.5
gratè<-palat.5--gratàri<-degem.2--grattàri,
gravetànza<-vocal.7.b--gravitànza,leniz.5
gravàriö<-vocal.5.a--gravàriu,
gravè<-palat.5--gravàri,
greddïè<-vocal.7.b--griddïè<-palat.10--griddïàri<-degem.4--griḍḍïàri,
greviànza,
grë̀gna<-vocal.10--grìgna,
grö̀gna<-vocal.5.c--grùgna<-elim.5--rùgna,
grö̀nda<-vocal.5.c--grùnda,
grö̀pa<-vocal.5.c--grùpa<-degem.5--grùppa,
grö̀pö<-vocal.5.c--grùpö<-vocal.5.a--grùpu<-degem.5--grùppu,
gràda,
gràna,
grànchjö<-vocal.5.a--grànchju,
grànciö<-vocal.5.a--grànciu,assib.9
grànfa,
grànöla<-vocal.5.a--grànula,leniz.12
gràssö<-vocal.5.a--gràssu,
gràviö<-vocal.5.a--gràviu,
gràzzia,
grèviö<-vocal.5.a--grèviu,ditt.1.b
grìa,vocal.10
grìddö<-vocal.5.a--grìddu<-degem.4--grìḍḍu,vocal.10
grìncia<-elim.5--rìncia,assib.9 vocal.10
gröndàna<-vocal.5.a--grundàna,
gröndè<-vocal.5.a--grundè<-palat.5--grundàri<-elim.5--rundàri<-dissim.2--runnàri,
gröpè<-vocal.5.a--grupè<-elim.5--rupè<-degem.5--ruppè,
guacè<-palat.7--guaciàri<-degem.9--gguaciàri<-degem.7--gguacciàri,
guadagnè<-palat.5--guadagnàri,
guadàgna,
guadàgnö<-vocal.5.a--guadàgnu,
guaghjardë̀zza<-vocal.10--guaghjardìzza<-degem.9--guagghjardìzza,
gualità,leniz.12 leniz.5 vocal.7.b
gualè<-palat.5--gualàri<-degem.9--ggualàri<-afer.1--aggualàri,
guardabòscö<-vocal.5.a--guardabòscu<-degem.6--guardabbòscu,ditt.2.b
guardè<-palat.5--guardàri,
guarnàcia<-degem.7--guarnàccia,
guarìsciö<-inf.4--guarìri,vocal.10 
guasteddö̀n<-vocal.7.b--guastiddö̀n<-leniz.14--guastiddùni<-degem.4--guastiḍḍùni,
guastè<-palat.5--guastàri,
guastèdda<-degem.4--guastèḍḍa,ditt.1.b 
guaìna,vocal.10
gudö̀n<-leniz.14--gudùni<-elim.4.a--iudùni,vocal.11
gughjièrö<-vocal.9.a--gughjièri<-ditt.1.b--gughjèri<-degem.9--gugghjèri,vocal.11
gughjàda<-leniz.5--gughjàta<-degem.9--gugghjàta,vocal.11
gughjòla<-degem.9--gugghjòla,ditt.2.b leniz.12 vocal.11
guidè<-palat.5--guidàri<-degem.9--gguidàri,vocal.11
gurrïè<-palat.10--gurrïàri,vocal.11
guàddara<-degem.4--guàḍḍara,
guàddera<-vocal.7.b--guàddira<-degem.4--guàḍḍira,
guàiö<-vocal.5.a--guàiu,
guàrdia,
guàstö<-vocal.5.a--guàstu,
guèrra,
gàbö<-vocal.5.a--gàbu<-degem.6--gàbbu,
gàdda<-degem.4--gàḍḍa,
gàdde<-vocal.8.a--gàddu<-degem.4--gàḍḍu,
gàgia<-degem.9--gàggia,
gàmba<-dissim.1--gàmma,
gàmberö<-vocal.7.b--gàmbirö<-vocal.5.a--gàmbiru<-dissim.1--gàmmiru,
gàna,
gànga,
gàrbe<-vocal.8.a--gàrbu,
gàrbö<-vocal.5.a--gàrbu,
gàrböla<-vocal.5.a--gàrbula,leniz.12
gàrgia,
gàrra,
gàta<-degem.2--gàtta,
gàtö<-vocal.5.a--gàtu<-degem.2--gàttu,
gàveta<-vocal.7.b--gàvita,leniz.5
gàö<-vocal.5.a--gàu<-degem.20--gàḍḍu,
gèbia<-degem.9--ggèbia<-degem.6--ggèbbia,assib.13 ditt.1.b
gèlö<-vocal.5.a--gèlu<-degem.9--ggèlu,assib.13 ditt.1.b leniz.12
gènerö<-vocal.5.a--gèneru<-degem.9--ggèneru,assib.13 ditt.1.b
gèniö<-vocal.5.a--gèniu<-degem.9--ggèniu,assib.13 ditt.1.b
gèrbö<-vocal.5.a--gèrbu<-degem.9--ggèrbu,assib.13 ditt.1.b
gìbe<-vocal.8.a--gìbu<-degem.9--ggìbu,assib.13 vocal.10
gìbia<-degem.9--ggìbia<-degem.6--ggìbbia,assib.13 vocal.10
gìghjö<-vocal.5.a--gìghju<-degem.9--ggìgghju,assib.13 vocal.10
gìrö<-vocal.5.a--gìru<-degem.9--ggìru,assib.13 vocal.10
gìssö<-vocal.5.a--gìssu<-degem.9--ggìssu,assib.13 vocal.10
gìstra<-deretr.3--gìṣṭṛa<-degem.9--ggìṣṭṛa,assib.13 vocal.10
gòcia<-degem.7--gòccia,ditt.2.b
gòdö<-inf.3.a--gòdiri,ditt.2.b
gòrfö<-vocal.5.a--gòrfu<-degem.9--ggòrfu,ditt.2.b
gòrga,ditt.2.b
gòta,ditt.2.b leniz.5
gòtö<-vocal.5.a--gòtu<-degem.2--gòttu,ditt.2.b
gölièra<-vocal.5.a--gulièra<-ditt.1.b--gulèra,leniz.12
gömbetàda<-vocal.7.b--gömbitàda<-vocal.5.a--gumbitàda<-leniz.5--gumbitàta,leniz.5
gönèdda<-vocal.5.a--gunèdda<-degem.4--gunèḍḍa<-degem.17--gunnèḍḍa,ditt.1.b
gönìa<-vocal.5.a--gunìa,vocal.10
gövernè<-vocal.7.b--gövirnè<-vocal.5.a--guvirnè<-palat.5--guvirnàri<-degem.9--gguvirnàri,
gùghja<-degem.9--gùgghja,vocal.5.c
ità,leniz.5 vocal.7.b
iutàntë<-vocal.2.a--iutànti<-afer.1--aiutànti,elim.4.b leniz.5 vocal.13
iutè<-palat.5--iutàri,elim.4.b leniz.5 vocal.5.a
iuòö<-vocal.5.a--iuòu<-ditt.2.b--iòu,elim.4.b
iòia,ditt.2.b elim.4.b
iòmere<-vocal.8.a--iòmeru<-vocal.7.b--iòmiru<-degem.16--iòmmiru,ditt.2.b elim.4.b
iòmerö<-vocal.7.b--iòmirö<-vocal.5.a--iòmiru<-degem.16--iòmmiru,ditt.2.b elim.4.b
iòvë<-vocal.2.a--iòvi,ditt.2.b elim.4.b
iùda<-leniz.5--iùta,elim.4.b vocal.5.c
iùtö<-vocal.5.a--iùtu<-afer.1--aiùtu,elim.4.b leniz.5 vocal.5.c
laciàda<-leniz.5--laciàta<-degem.7--lacciàta,degem.18
laghè<-leniz.1--lachè<-degem.7--lacchè,degem.18 
lagnànza,degem.18
lagnèssë<-palat.6--lagnàrisi,degem.18
lagnösìa<-vocal.5.a--lagnusìa,assib.2 degem.18 vocal.10
lambràda<-leniz.5--lambràta,degem.18
lambìcö<-vocal.5.a--lambìcu<-dissim.1--lammìcu,degem.18 leniz.1 vocal.10
lamièra<-ditt.1.b--lamèra,degem.18
lampacùchë<-vocal.2.a--lampacùchi<-degem.7--lampacùcchi,degem.18 vocal.5.c
lampiö̀n<-leniz.14--lampiùni,degem.18
lampiönàrö<-vocal.5.a--lampiunàru,degem.18
lampè<-palat.5--lampàri,degem.18 
lampïàda<-leniz.5--lampïàta,degem.18
lampïè<-palat.10--lampïàri,degem.18
lamuòria<-ditt.2.b--lamòria,degem.18
landö̀n<-leniz.14--landùni<-dissim.2--lannùni,degem.18
landàrö<-vocal.5.a--landàru<-dissim.2--lannàru,degem.18
landönïè<-vocal.5.a--landunïè<-palat.10--landunïàri<-dissim.2--lannunïàri,degem.18
lanzè<-palat.5--lanzàri,degem.18
lapàzza,degem.18 leniz.3
lastemïè<-vocal.7.b--lastimïè<-palat.10--lastimïàri,degem.18
lataròla<-degem.2--lattaròla,degem.18 ditt.2.b leniz.12
latinè<-palat.5--latinàri<-afer.1.b--allatinàri,degem.18 leniz.5 vocal.7.b
latuchèdda<-degem.4--latuchèḍḍa<-degem.2--lattuchèḍḍa,degem.18 ditt.1.b leniz.1 vocal.11
latuchìna<-degem.2--lattuchìna,degem.18 leniz.1 vocal.10 vocal.11
latìnö<-vocal.5.a--latìnu,degem.18 leniz.5 vocal.10 leniz.16
latùca<-degem.2--lattùca,degem.18 leniz.1 vocal.5.c
laudè<-palat.5--laudàri,degem.18
lavatòriö<-vocal.5.a--lavatòriu,degem.18 ditt.2.b leniz.5
lavinàrö<-vocal.5.a--lavinàru,degem.18 vocal.7.b
lavànda,degem.18
lebrö̀sö<-vocal.7.b--librö̀sö<-vocal.5.c--librùsö<-vocal.5.a--librùsu<-degem.6--libbrùsu,degem.18
lecenzïè<-vocal.7.b--licinzïè<-palat.10--licinzïàri,assib.4 degem.18 
legàcia<-degem.7--legàccia,degem.18
legàtö<-vocal.7.b--ligàtö<-vocal.5.a--ligàtu,degem.18 leniz.5 leniz.7
legìtema<-vocal.7.b--ligìtima<-degem.9--liggìtima,degem.18 vocal.10 
legìö<-vocal.7.b--ligìö<-vocal.5.a--ligìu<-degem.9--liggìu,degem.18 vocal.10
legùmë<-vocal.7.b--ligùmë<-vocal.2.a--ligùmi,degem.18 vocal.5.c vocal.13
lembòtö<-vocal.7.b--limbòtö<-vocal.5.a--limbòtu<-dissim.1--limmòtu<-degem.2--limmòttu,degem.18 ditt.2.b
lenguàta<-vocal.7.b--linguàta,degem.18 leniz.5
lenguèdda<-vocal.7.b--linguèdda<-degem.4--linguèḍḍa,degem.18 ditt.1.b
lenzïè<-vocal.7.b--linzïè<-palat.10--linzïàri,degem.18
lestë̀zza<-vocal.7.b--listë̀zza<-vocal.10--listìzza,degem.18
lestïè<-vocal.7.b--listïè<-palat.10--listïàri,degem.18
letighè<-vocal.7.b--litighè<-palat.3--litigàri<-leniz.1--liticàri,degem.18 leniz.5 vocal.7.b
letigàntë<-vocal.7.b--litigàntë<-vocal.2.a--litigànti<-leniz.1--liticànti,degem.18 leniz.5 vocal.7.b
letö̀rë<-vocal.5.c--letùrë<-vocal.2.a--letùri<-degem.2--lettùri,degem.18 vocal.13
levatìna,degem.18 leniz.5 vocal.10
leveddè<-vocal.7.b--lividdè<-palat.5--lividdàri<-degem.4--liviḍḍàri,degem.18
levàntë<-vocal.2.a--levànti,degem.18 vocal.13
levèddö<-vocal.7.b--livèddö<-vocal.5.a--livèddu<-degem.4--livèḍḍu,degem.18 ditt.1.b degem.20
libertà<-vocal.7.b--libirtà<-degem.6--libbirtà,degem.18 vocal.7.b
librarìa<-degem.6--libbrarìa,degem.18 vocal.10 vocal.7.b
librètö<-vocal.5.a--librètu<-degem.6--libbrètu<-degem.2--libbrèttu,degem.18 ditt.1.b vocal.7.b
lichètö<-vocal.5.a--lichètu<-degem.7--licchètu<-degem.2--licchèttu,degem.18 ditt.1.b vocal.7.b
ligö̀rë<-vocal.5.c--ligùrë<-vocal.2.a--ligùri,degem.18 vocal.7.b vocal.13
lilà<-degem.19.b--lillà,degem.18 vocal.7.b
limòsena<-vocal.7.b--limòsina,degem.18 ditt.2.b vocal.7.b
locànda<-dissim.2--locànna,degem.18 leniz.1
lucendàriö<-vocal.7.b--lucindàriö<-vocal.5.a--lucindàriu<-dissim.2--lucinnàriu,assib.4 degem.18 vocal.11
lucèrtö<-vocal.5.a--lucèrtu,assib.5 degem.18 ditt.1.b vocal.11
lumìnö<-vocal.5.a--lumìnu,degem.18 vocal.10 vocal.11 leniz.16
lupetemenàriö<-vocal.7.b--lupitiminàriö<-vocal.5.a--lupitiminàriu,degem.18 leniz.3 leniz.5 vocal.11
lusinghè<-palat.3--lusingàri,assib.1.a degem.18 vocal.7.b vocal.11
lustràda<-leniz.5--lustràta<-deretr.3--luṣṭṛàta,degem.18 vocal.11
lustrè<-palat.5--lustràri<-deretr.3--luṣṭṛàri,degem.18 vocal.11
làgö<-vocal.5.a--làgu,degem.18
làma,degem.18
làmpa,degem.18
làmpö<-vocal.5.a--làmpu,degem.18
làna,degem.18
lànda<-dissim.2--lànna,degem.18
làndrö<-vocal.5.a--làndru<-afer.1--alàndru,
lànfa,degem.18
lànzö<-vocal.5.a--lànzu,degem.18
làstema<-vocal.7.b--làstima,degem.18
làstra<-deretr.3--làṣṭṛa,degem.18
làtë<-vocal.2.a--làti<-degem.2--làtti,degem.18 vocal.13
làuria,degem.18
làusö<-vocal.5.a--làusu,degem.18
làva,degem.18
lèbra<-degem.6--lèbbra,degem.18 ditt.1.b
lèmbö<-vocal.5.a--lèmbu<-dissim.1--lèmmu,degem.18 ditt.1.b
lènza,degem.18 ditt.1.b
lèvetö<-vocal.7.b--lèvitö<-vocal.5.a--lèvitu,degem.18 ditt.1.b leniz.5
lìbrö<-vocal.5.a--lìbru<-degem.6--lìbbru,degem.18 vocal.10
lìgë<-vocal.2.a--lìgi<-degem.9--lìggi,degem.18 vocal.10
lìnia,degem.18 vocal.10
lìpera<-vocal.7.b--lìpira,degem.18 leniz.3 vocal.10
lìra,degem.18 vocal.10
lìsta,degem.18 vocal.10
lìtrö<-vocal.5.a--lìtru<-deretr.1--lìṭṛu,degem.18 vocal.10
lìtë<-vocal.2.a--lìti,degem.18 leniz.5 vocal.10 vocal.13
lïö̀në<-vocal.5.c--lïùnë<-vocal.2.a--lïùni,degem.18 leniz.14 vocal.13
lòferö<-vocal.8.a--lòfurö<-vocal.5.a--lòfuru,degem.18 ditt.2.b
lòia,degem.18 ditt.2.b
lòna,degem.18 ditt.2.b
lòpiö<-vocal.5.a--lòpiu<-degem.5--lòppiu,degem.18 ditt.2.b leniz.3
lòta<-degem.2--lòtta,degem.18 ditt.2.b
lòtö<-vocal.5.a--lòtu,degem.18 ditt.2.b leniz.5
lödè<-vocal.5.a--ludè<-palat.5--ludàri,degem.18
löminàta<-vocal.5.a--luminàta,degem.18 leniz.5 vocal.7.b
löndïè<-vocal.5.a--lundïè<-palat.10--lundïàri<-dissim.2--lunnïàri,degem.18
löngarìna<-vocal.5.a--lungarìna,degem.18 vocal.10
löntanànza<-vocal.5.a--luntanànza,degem.18
löpinàrö<-vocal.5.a--lupinàru,degem.18 leniz.3 vocal.7.b
löpìna<-vocal.5.a--lupìna<-degem.5--luppìna,degem.18 vocal.10
lùcetö<-vocal.7.b--lùcitö<-vocal.5.a--lùcitu,assib.4 degem.18 leniz.5 vocal.5.c
lùcë<-vocal.2.a--lùci,degem.18 vocal.5.c assib.6.d vocal.13
lùmö<-vocal.5.a--lùmu,degem.18 vocal.5.c
lùnë<-vocal.2.a--lùni,degem.18 vocal.5.c vocal.13
lùpa,degem.18 leniz.3 vocal.5.c
lùpö<-vocal.5.a--lùpu,degem.18 leniz.3 vocal.5.c
lùssö<-vocal.5.a--lùssu,degem.18 vocal.5.c
lùstre<-vocal.8.a--lùstru<-deretr.3--lùṣṭṛu,degem.18 vocal.5.c
lùtö<-vocal.5.a--lùtu<-degem.2--lùttu,degem.18 
macadùra<-leniz.5--macatùra<-degem.7--maccatùra<-degem.16--mmaccatùra<-afer.1--ammaccatùra,vocal.5.c
macarrö̀n<-leniz.14--macarrùni,leniz.1
macarröncìnö<-vocal.5.a--macarruncìnu<-degem.7--maccarruncìnu,assib.9 vocal.10 leniz.16
macarrönàda<-vocal.5.a--macarrunàda<-leniz.5--macarrunàta<-degem.7--maccarrunàta,
macasènö<-vocal.5.a--macasènu,ditt.1.b leniz.1
macenèddö<-vocal.7.b--macinèddö<-vocal.5.a--macinèddu<-degem.4--macinèḍḍu,assib.4 ditt.1.b degem.20
machinèta<-degem.2--machinètta,ditt.1.b leniz.1 vocal.7.b
machè<-palat.1--macàri<-degem.7--maccàri<-degem.16--mmaccàri<-afer.1--ammaccàri,
macànecö<-vocal.7.b--macànicö<-vocal.5.a--macànicu<-degem.7--maccànicu,leniz.1
madièra<-ditt.1.b--madèra,
madö̀n<-leniz.14--madùni,
madurè<-palat.5--maduràri<-leniz.5--maturàri,vocal.11
madönà<-vocal.5.a--madunà<-leniz.7--madunàtu,
madönè<-vocal.5.a--madunè<-palat.5--madunàri,
mafïö̀sö<-vocal.5.c--mafïùsö<-vocal.5.a--mafïùsu,
magarìa,vocal.10
maghjuòö<-vocal.5.a--maghjuòu<-leniz.12--maghjuòlu<-degem.9--magghjuòlu,
maghè<-palat.3--magàri<-degem.16--mmagàri<-afer.1--ammagàri,
magnèsa,ditt.1.b
magnìfeca<-vocal.7.b--magnìfica,leniz.1 vocal.10
magàra,
magàrö<-vocal.5.a--magàru,
maiö̀rë<-vocal.5.c--maiùrë<-vocal.2.a--maiùri,vocal.13
maiàzze<-vocal.8.a--maiàzzu<-assib.17--maggiàzzu,
maiàzzö<-vocal.5.a--maiàzzu<-assib.17--maggiàzzu,
maiàö<-vocal.9.b--maiàli,
maiòrca,ditt.2.b
maiöràna<-vocal.5.a--maiuràna,
malacöndutarìa<-vocal.5.a--malacundutarìa<-dissim.2--malacunnutarìa<-degem.2--malacunnuttarìa,leniz.12 leniz.5 vocal.10 vocal.11
malatìa,leniz.12 leniz.5 vocal.10
malaugùriö<-vocal.5.a--malaugùriu,leniz.12 vocal.5.a vocal.5.c
malaventùra<-vocal.7.b--malavintùra,leniz.12 vocal.5.c
maledìsgiö<-vocal.7.b--malidìsgiö<-inf.3.b.2--malidìsgiri<-assib.6.c--malidìciri,leniz.12 vocal.10
malegnità<-vocal.7.b--malignità,leniz.12 leniz.5 vocal.7.b
malezzïè<-vocal.7.b--malizzïè<-palat.10--malizzïàri,leniz.12
malincönìa<-vocal.5.a--malincunìa,leniz.12 vocal.10 vocal.7.b
maluòghjö<-vocal.5.a--maluòghju<-leniz.19.e--maluòchju<-ditt.2.b--malòchju<-degem.7--malòcchju,leniz.12
malànö<-vocal.5.a--malànu<-degem.17--malànnu,leniz.12
malèrba,ditt.1.b leniz.12
malìzzia,leniz.12 vocal.10
malötèmpö<-vocal.5.a--malutèmpu,leniz.12
mamalùcö<-vocal.5.a--mamalùcu<-degem.16--mammalùcu,leniz.1 leniz.12 vocal.5.c
mamapelö̀sa<-vocal.7.b--mamapilö̀sa<-vocal.5.c--mamapilùsa<-degem.16--mammapilùsa,leniz.12
mamuòria<-ditt.2.b--mamòria,
mamìna<-degem.16--mammìna,vocal.10
mamïè<-palat.5--mamïàri<-degem.16--mammïàri,
mamölïè<-vocal.5.a--mamulïè<-palat.10--mamulïàri<-degem.16--mmammulïàri,leniz.12
mancadùra<-leniz.5--mancatùra,vocal.5.c
manchè<-palat.1--mancàri,
manciatàriö<-vocal.5.a--manciatàriu,assib.9 leniz.5
manciùghja<-degem.9--manciùgghja,assib.9 vocal.5.c
mancö̀sö<-vocal.5.c--mancùsö<-vocal.5.a--mancùsu,
mandarìna<-dissim.2--mannarìna,vocal.10
mandrö̀n<-leniz.14--mandrùni,
manechìnö<-vocal.7.b--manichìnö<-vocal.5.a--manichìnu,leniz.1 vocal.10 leniz.16
manegòta<-vocal.7.b--manigòta<-leniz.1--manicòta<-degem.2--manicòtta,ditt.2.b
manetè<-vocal.7.b--manitè<-palat.5--manitàri<-degem.2--manittàri<-degem.16--mmanittàri,
manevèdda<-vocal.8.a--manuvèdda<-degem.4--manuvèḍḍa,ditt.1.b
manë̀cöla<-vocal.5.a--manë̀cula<-vocal.10--manìcula,leniz.1 leniz.12
manë̀ghja<-vocal.10--manìghja<-degem.9--manìgghja,
manganàda<-leniz.5--manganàta,
manganè<-palat.5--manganàri,ditt.1.b
manicòmiö<-vocal.5.a--manicòmiu,ditt.2.b leniz.1 vocal.7.b
manö̀zza<-vocal.5.c--manùzza,
mantenì<-vocal.7.b--mantinì<-inf.2--mantinìri,
